ClaimNumber,Reserve_Profile,ExposureYear,IncurredLoss,UltimateLoss,AssignedEarmarkedLoss,FinancePremium,LossType,ClaimStatus,ReportedDate,SettlementDate,Currency,GeographicalLocation
CLM003793,Commercial,2010,7608.28,78540.91,38784.1,2303.52,Net,Open,2018-01-29,,GBP,Toronto
CLM003794,Commercial,2011,12528.11,31435.87,40369.02,9897.91,Gross,Closed,2020-11-04,2022-06-08,EUR,Toronto
CLM003795,Commercial,2021,60050.98,82240.12,20191.11,5430.26,Gross,Closed,2013-05-22,2015-06-16,AUD,Berlin
CLM003796,Homeowners,2017,28222.94,115037.45,54970.32,3031.97,Gross,Reopened,2014-01-20,2015-04-26,EUR,Sydney
CLM003797,Auto Liability,2016,8884.87,134454.71,56488.93,6645.24,Gross,Closed,2016-10-01,2018-01-29,GBP,Toronto
CLM003798,Workers Comp,2011,43530.67,118667.09,28958.44,2897.16,Gross,Open,2015-07-04,,USD,Chicago
CLM003799,Auto Liability,2011,55877.94,30094.77,70553.02,8238.69,Net,Open,2023-01-10,,USD,Paris
CLM003800,Auto Liability,2018,33545.85,90353.26,51699.85,3220.71,Gross,Reopened,2024-07-03,2025-01-02,CAD,Los Angeles
CLM003801,Workers Comp,2022,72322.94,50493.85,57186.62,9884.83,Gross,Reopened,2017-06-28,2018-06-30,GBP,London
CLM003802,Workers Comp,2022,64733.29,2371.64,22548.52,6130.42,Net,Reopened,2021-07-01,2022-05-19,EUR,London
CLM003803,Homeowners,2015,33949.02,30832.92,548.62,8475.23,Net,Open,2017-07-22,,EUR,Chicago
CLM003804,Homeowners,2014,75732.38,17869.88,69297.36,913.59,Net,Closed,2011-08-01,2012-09-29,GBP,Paris
CLM003805,Homeowners,2019,65220.81,126565.15,65882.74,3613.33,Net,Open,2024-03-05,,EUR,Paris
CLM003806,Homeowners,2015,64107.09,39517.43,10293.76,7427.37,Gross,Open,2019-07-29,,AUD,Chicago
CLM003807,Homeowners,2018,55789.34,43420.0,30241.36,6619.58,Net,Reopened,2012-03-29,2014-06-20,CAD,London
CLM003808,Workers Comp,2020,2127.58,144030.55,53076.48,2103.58,Gross,Reopened,2021-06-06,2024-02-17,USD,Chicago
CLM003809,Auto Liability,2016,69954.21,57483.92,52342.81,3690.79,Net,Closed,2015-03-05,2016-09-20,EUR,Los Angeles
CLM003810,Homeowners,2024,38228.14,2428.26,68897.85,2781.75,Gross,Closed,2011-07-13,2012-09-15,AUD,Berlin
CLM003811,Homeowners,2019,94318.36,43293.08,11651.32,6211.03,Net,Closed,2018-01-12,2018-06-05,GBP,Toronto
CLM003812,Auto Liability,2019,81980.49,18775.64,34680.21,3576.77,Net,Closed,2014-06-08,2015-06-23,EUR,Sydney
CLM003813,Homeowners,2023,59181.75,16318.48,8229.34,3228.73,Gross,Open,2010-03-11,,GBP,Chicago
CLM003814,Auto Liability,2018,25966.02,12545.61,31472.82,2232.3,Gross,Closed,2013-04-04,2015-07-30,AUD,Los Angeles
CLM003815,Auto Liability,2013,21168.02,89395.66,1701.04,4208.47,Net,Open,2017-12-12,,AUD,Chicago
CLM003816,Workers Comp,2011,34698.1,29212.81,71912.71,2115.93,Gross,Open,2024-03-05,,USD,Los Angeles
CLM003817,Commercial,2021,48180.23,54825.18,42400.0,9633.18,Gross,Closed,2021-11-19,2023-08-24,GBP,London
CLM003818,Workers Comp,2017,30310.49,129440.64,68059.28,1714.12,Gross,Closed,2018-07-14,2019-12-11,CAD,Paris
CLM003819,Commercial,2013,51978.02,64226.38,5262.42,9150.39,Gross,Open,2011-11-15,,USD,Los Angeles
CLM003820,Commercial,2022,17371.67,137438.01,18582.92,4399.04,Net,Reopened,2020-09-15,2021-07-05,GBP,Los Angeles
CLM003821,Commercial,2018,97793.57,75192.77,21120.71,3903.09,Gross,Closed,2020-04-30,2021-11-04,GBP,Sydney
CLM003822,Homeowners,2024,11684.53,60426.66,31241.97,2466.93,Net,Reopened,2010-03-12,2012-10-27,AUD,Chicago
CLM003823,Workers Comp,2024,93262.47,112807.95,64327.88,6430.41,Gross,Open,2013-06-16,,AUD,Los Angeles
CLM003824,Commercial,2013,91444.22,11903.09,31231.35,6918.17,Net,Reopened,2015-11-26,2016-06-23,GBP,London
CLM003825,Auto Liability,2024,53010.69,14332.28,16769.96,4782.2,Net,Open,2024-08-02,,AUD,Los Angeles
CLM003826,Homeowners,2017,72766.12,98144.08,5666.73,745.93,Net,Reopened,2023-03-11,2024-07-23,GBP,Berlin
CLM003827,Workers Comp,2018,44168.78,73554.17,6819.59,9201.4,Net,Reopened,2022-01-15,2022-07-24,GBP,London
CLM003828,Commercial,2022,63373.42,118771.87,60923.75,9807.23,Gross,Reopened,2013-10-03,2014-02-23,USD,Berlin
CLM003829,Auto Liability,2018,34717.02,137524.35,35861.84,4424.23,Gross,Open,2015-03-31,,USD,Chicago
CLM003830,Workers Comp,2019,30814.74,58866.66,58231.4,6213.88,Net,Open,2020-06-02,,CAD,Paris
CLM003831,Workers Comp,2013,58244.75,89865.09,54741.83,4612.93,Gross,Open,2023-10-27,,USD,Toronto
CLM003832,Homeowners,2010,50314.84,75603.8,11261.32,3354.42,Gross,Closed,2021-11-30,2022-12-06,EUR,Paris
CLM003833,Workers Comp,2024,58374.1,147259.99,11859.59,957.72,Net,Open,2023-10-29,,EUR,Paris
CLM003834,Homeowners,2012,29379.4,124831.58,60549.69,4669.46,Gross,Closed,2024-05-31,2026-02-24,AUD,Chicago
CLM003835,Commercial,2018,37328.83,136848.92,57840.83,8220.17,Gross,Open,2014-03-28,,EUR,Toronto
CLM003836,Homeowners,2013,9305.9,38896.67,30553.45,366.91,Gross,Closed,2020-09-03,2021-02-22,USD,Sydney
CLM003837,Auto Liability,2014,6175.36,116106.44,6655.07,5904.66,Gross,Reopened,2022-03-14,2024-01-27,CAD,Chicago
CLM003838,Homeowners,2016,26092.26,40555.51,1461.79,8831.57,Net,Reopened,2019-09-26,2022-01-15,GBP,Los Angeles
CLM003839,Auto Liability,2014,8350.44,32102.64,23408.48,2331.98,Net,Open,2013-04-28,,CAD,London
CLM003840,Homeowners,2013,11273.7,141695.66,1233.17,1995.91,Gross,Closed,2015-11-11,2017-08-13,USD,Toronto
CLM003841,Workers Comp,2024,81479.91,3876.36,18790.77,7768.31,Net,Reopened,2024-05-16,2025-09-10,USD,Los Angeles
CLM003842,Commercial,2011,4848.5,144842.92,33850.31,2699.85,Net,Reopened,2012-05-10,2013-09-02,USD,New York
CLM003843,Auto Liability,2024,66235.34,23240.02,10152.55,2081.45,Net,Closed,2012-09-16,2012-12-16,AUD,New York
CLM003844,Homeowners,2011,27983.22,123096.27,8790.08,3904.29,Net,Open,2022-07-16,,EUR,Sydney
CLM003845,Homeowners,2022,87283.02,42112.46,71766.78,4046.52,Gross,Reopened,2018-01-02,2020-08-28,USD,Los Angeles
CLM003846,Homeowners,2022,49014.24,53254.65,47044.87,8766.19,Gross,Open,2013-12-03,,GBP,Paris
CLM003847,Workers Comp,2013,31252.07,33296.9,74789.23,6260.75,Gross,Open,2010-12-07,,EUR,Toronto
CLM003848,Workers Comp,2019,52246.25,88241.59,27993.18,4178.42,Net,Closed,2016-07-05,2017-05-25,EUR,Berlin
CLM003849,Auto Liability,2022,38813.84,52866.24,54333.02,5437.0,Gross,Closed,2013-04-13,2013-09-18,AUD,Los Angeles
CLM003850,Auto Liability,2019,56865.81,98951.56,16772.99,9548.86,Gross,Reopened,2014-01-07,2015-02-04,CAD,New York
CLM003851,Workers Comp,2022,12338.75,3331.45,49658.06,1309.5,Gross,Closed,2021-10-06,2022-01-10,EUR,Los Angeles
CLM003852,Auto Liability,2024,99702.06,10591.86,10802.07,2235.61,Net,Reopened,2023-04-01,2023-06-16,EUR,Toronto
CLM003853,Commercial,2018,43130.03,15849.51,665.41,9632.78,Gross,Reopened,2021-06-25,2024-03-19,USD,Berlin
CLM003854,Commercial,2017,35474.83,63430.06,74556.78,9581.78,Net,Reopened,2013-07-15,2014-08-22,GBP,London
CLM003855,Workers Comp,2012,71310.77,122404.63,44614.1,1936.22,Net,Open,2023-07-06,,USD,Paris
CLM003856,Auto Liability,2024,37026.04,133338.51,74191.78,1622.07,Net,Open,2010-12-18,,GBP,Los Angeles
CLM003857,Homeowners,2023,83494.16,37476.8,27039.61,4326.63,Net,Closed,2013-07-25,2015-09-24,EUR,Toronto
CLM003858,Commercial,2018,45972.8,86581.09,26558.99,687.24,Net,Closed,2019-12-19,2020-06-02,GBP,Chicago
CLM003859,Workers Comp,2023,72236.28,115486.38,32352.07,6618.05,Gross,Reopened,2018-06-15,2018-10-17,USD,Chicago
CLM003860,Auto Liability,2014,11637.87,44035.59,56630.26,959.46,Net,Reopened,2011-04-01,2011-12-24,USD,London
CLM003861,Workers Comp,2020,84765.8,61942.15,45481.79,768.69,Net,Open,2018-11-25,,CAD,New York
CLM003862,Homeowners,2012,73836.08,79072.16,74065.72,4954.83,Net,Open,2013-03-03,,AUD,London
CLM003863,Commercial,2014,21959.96,21096.35,2522.55,9586.31,Gross,Reopened,2010-09-15,2010-11-18,CAD,Chicago
CLM003864,Workers Comp,2022,15383.31,4871.36,56801.58,4382.6,Gross,Reopened,2015-10-11,2016-08-31,EUR,New York
CLM003865,Workers Comp,2019,32312.94,23768.07,26761.05,3693.52,Gross,Closed,2011-04-27,2013-11-04,GBP,Sydney
CLM003866,Workers Comp,2022,97630.99,94401.19,14828.58,9979.98,Gross,Reopened,2023-12-14,2026-05-31,USD,Sydney
CLM003867,Homeowners,2013,26426.33,11969.12,41076.45,5413.3,Net,Reopened,2022-12-14,2024-05-18,USD,New York
CLM003868,Workers Comp,2017,46156.59,29264.76,40652.57,3877.37,Net,Reopened,2018-07-11,2019-04-24,USD,Berlin
CLM003869,Homeowners,2022,3972.0,51340.23,11392.38,3981.44,Gross,Open,2013-10-28,,USD,Sydney
CLM003870,Homeowners,2021,40325.53,12602.64,16550.74,2110.6,Net,Open,2024-11-01,,EUR,Paris
CLM003871,Homeowners,2014,57560.68,29563.19,32949.09,5219.79,Gross,Closed,2024-02-28,2026-08-12,AUD,Berlin
CLM003872,Commercial,2019,95359.34,136779.2,33000.51,4500.78,Gross,Closed,2017-03-11,2018-02-27,CAD,Chicago
CLM003873,Commercial,2021,52156.87,3875.57,25745.87,2853.79,Gross,Closed,2011-10-10,2011-12-25,CAD,Berlin
CLM003874,Workers Comp,2017,82091.63,98361.36,12309.34,1773.29,Net,Reopened,2023-12-25,2025-09-20,USD,Berlin
CLM003875,Workers Comp,2018,55165.64,58276.93,847.71,3250.14,Gross,Reopened,2014-05-31,2016-05-23,USD,Chicago
CLM003876,Commercial,2013,5037.72,101224.66,77633.69,5185.1,Gross,Open,2020-06-22,,GBP,Toronto
CLM003877,Auto Liability,2016,32185.82,88715.07,75508.19,771.67,Net,Reopened,2022-07-25,2024-07-25,USD,Los Angeles
CLM003878,Commercial,2011,57979.4,34301.31,38950.21,1706.69,Net,Reopened,2022-07-23,2023-12-21,CAD,Chicago
CLM003879,Homeowners,2015,95108.8,127234.21,79606.61,9487.04,Net,Open,2016-03-18,,GBP,Paris
CLM003880,Commercial,2017,86053.91,74299.12,54055.52,5519.98,Net,Closed,2020-08-20,2022-09-06,GBP,Chicago
CLM003881,Homeowners,2021,23607.21,123557.87,5974.17,821.8,Net,Reopened,2017-07-17,2019-11-09,USD,Toronto
CLM003882,Workers Comp,2016,22790.87,61495.87,9858.6,6992.26,Net,Open,2024-04-18,,GBP,Los Angeles
CLM003883,Auto Liability,2016,20916.12,147718.15,73330.81,805.67,Gross,Open,2023-08-23,,AUD,Los Angeles
CLM003884,Workers Comp,2017,92327.39,115802.91,50589.15,7440.97,Net,Closed,2019-10-27,2022-07-03,USD,Berlin
CLM003885,Homeowners,2016,85413.95,144926.58,67533.1,7549.63,Net,Open,2019-04-08,,AUD,New York
CLM003886,Homeowners,2014,77713.46,77634.65,71912.44,6580.57,Net,Closed,2022-07-26,2023-03-24,USD,Los Angeles
CLM003887,Homeowners,2016,39880.78,71579.98,36111.39,7375.6,Gross,Closed,2012-01-29,2013-03-02,AUD,Sydney
CLM003888,Auto Liability,2022,50933.69,113562.62,4357.81,1062.06,Net,Closed,2011-09-25,2014-05-26,USD,London
CLM003889,Commercial,2023,46968.84,132163.4,15468.29,7322.45,Gross,Closed,2019-10-25,2022-05-31,CAD,Toronto
CLM003890,Workers Comp,2019,26086.41,144657.72,5792.47,1539.55,Gross,Closed,2010-11-26,2011-09-17,USD,Toronto
CLM003891,Workers Comp,2012,50997.78,49358.23,15504.82,3527.16,Gross,Open,2018-04-08,,CAD,Paris
CLM003892,Commercial,2014,4019.16,120006.98,33137.37,9438.9,Gross,Reopened,2024-11-29,2027-05-31,EUR,London
CLM003893,Workers Comp,2016,14049.23,32386.19,9896.65,5128.18,Net,Closed,2010-01-10,2012-04-03,EUR,Berlin
CLM003894,Auto Liability,2024,88772.37,82290.58,13755.29,9680.78,Net,Closed,2021-02-05,2023-05-05,USD,Paris
CLM003895,Workers Comp,2018,75416.3,27797.37,35942.83,1071.44,Net,Reopened,2015-12-15,2016-11-23,CAD,Paris
CLM003896,Homeowners,2024,42863.97,52762.21,27543.59,4880.05,Net,Reopened,2012-09-11,2013-08-06,CAD,Los Angeles
CLM003897,Commercial,2011,52197.89,139772.4,37678.82,811.54,Net,Closed,2011-10-31,2014-01-16,GBP,Paris
CLM003898,Auto Liability,2013,37629.89,22767.51,34619.18,6376.06,Net,Reopened,2016-03-28,2017-02-18,GBP,London
CLM003899,Commercial,2021,74337.21,95227.73,51736.0,971.33,Gross,Closed,2024-01-22,2024-11-25,AUD,Berlin
CLM003900,Auto Liability,2016,78634.53,89350.19,75006.57,1918.6,Gross,Open,2011-03-18,,GBP,Paris
CLM003901,Homeowners,2010,76565.23,18990.01,9075.21,2736.54,Net,Reopened,2018-01-04,2020-09-15,USD,Toronto
CLM003902,Commercial,2022,72538.56,49570.88,8391.18,7537.69,Net,Reopened,2021-01-03,2023-01-28,GBP,Paris
CLM003903,Workers Comp,2011,21245.93,84884.24,68298.09,1806.83,Net,Open,2010-10-01,,GBP,London
CLM003904,Auto Liability,2018,34459.03,28889.61,40758.54,8496.99,Net,Reopened,2022-11-27,2023-02-26,USD,Los Angeles
CLM003905,Commercial,2022,47514.7,120292.92,61429.2,1492.66,Net,Open,2012-10-23,,USD,Chicago
CLM003906,Workers Comp,2019,33748.51,145851.32,17626.04,545.4,Net,Closed,2016-07-01,2016-09-22,AUD,New York
CLM003907,Commercial,2016,75739.08,32999.15,66394.57,4071.45,Gross,Reopened,2021-11-27,2022-11-29,CAD,Sydney
CLM003908,Commercial,2021,33606.0,28849.88,73945.81,9798.53,Gross,Reopened,2014-04-07,2015-05-16,GBP,Sydney
CLM003909,Commercial,2019,14684.98,68785.33,51020.9,1281.35,Net,Open,2018-07-24,,EUR,Sydney
CLM003910,Auto Liability,2016,40505.0,112417.03,8917.38,1196.84,Net,Closed,2018-01-12,2019-05-30,CAD,London
CLM003911,Workers Comp,2015,98011.53,42958.49,71675.94,7561.43,Net,Closed,2011-03-24,2011-08-12,USD,Paris
CLM003912,Homeowners,2012,23362.26,3962.11,63502.77,3259.18,Gross,Open,2019-03-23,,GBP,Paris
CLM003913,Auto Liability,2019,61603.71,81641.87,60194.78,7229.36,Gross,Reopened,2020-02-11,2021-01-29,AUD,Los Angeles
CLM003914,Auto Liability,2012,43864.33,143533.48,3419.89,2160.1,Gross,Reopened,2020-06-03,2022-03-13,EUR,Chicago
CLM003915,Auto Liability,2011,8031.43,59300.25,64017.52,4708.71,Gross,Open,2022-07-01,,CAD,Berlin
CLM003916,Homeowners,2020,49299.78,63600.05,11467.11,2799.84,Gross,Open,2024-05-22,,GBP,Los Angeles
CLM003917,Workers Comp,2015,70514.27,145366.36,18179.7,4624.98,Net,Open,2020-12-10,,USD,Chicago
CLM003918,Workers Comp,2013,51808.78,104496.53,46382.22,7737.15,Net,Reopened,2019-01-31,2020-10-07,CAD,Los Angeles
CLM003919,Workers Comp,2014,87338.5,108156.62,21565.97,7667.7,Gross,Open,2010-03-11,,EUR,Paris
CLM003920,Commercial,2012,29604.76,84842.6,53077.18,5254.57,Net,Closed,2022-07-13,2024-04-06,USD,Paris
CLM003921,Commercial,2015,9538.67,146216.77,48841.6,9298.04,Gross,Open,2017-01-21,,EUR,Toronto
CLM003922,Commercial,2020,93720.0,103641.11,9097.89,2785.08,Gross,Closed,2022-07-22,2023-08-27,GBP,Sydney
CLM003923,Homeowners,2021,38441.44,134359.88,52653.16,2555.05,Gross,Closed,2022-08-04,2022-11-16,CAD,London
CLM003924,Commercial,2012,58064.15,105207.45,73954.42,6215.3,Net,Open,2018-05-15,,AUD,Sydney
CLM003925,Homeowners,2023,79408.31,110532.26,13308.24,6288.71,Net,Closed,2010-04-27,2012-06-21,GBP,Los Angeles
CLM003926,Workers Comp,2024,33107.05,44271.23,47966.43,656.09,Net,Reopened,2014-12-19,2016-06-08,GBP,Berlin
CLM003927,Commercial,2023,71900.29,46218.33,27678.3,6156.22,Net,Open,2023-09-24,,AUD,Paris
CLM003928,Commercial,2017,14406.47,117664.71,37039.13,3869.47,Net,Reopened,2012-06-22,2014-03-08,AUD,New York
CLM003929,Auto Liability,2018,29838.08,45209.24,23316.51,7524.94,Gross,Reopened,2022-05-21,2023-07-18,USD,Paris
CLM003930,Homeowners,2013,15326.35,84852.74,28653.39,8119.44,Gross,Closed,2011-05-09,2011-06-22,EUR,New York
CLM003931,Workers Comp,2024,81311.83,38153.49,2798.49,5611.11,Gross,Reopened,2020-07-25,2022-11-14,GBP,Chicago
CLM003932,Auto Liability,2018,23042.27,122730.52,78533.36,216.71,Net,Reopened,2017-05-07,2017-12-03,USD,Paris
CLM003933,Auto Liability,2021,72022.95,17464.7,50171.59,6436.38,Net,Open,2021-06-07,,USD,Chicago
CLM003934,Workers Comp,2016,94386.54,124587.55,40306.09,7539.04,Net,Open,2020-03-19,,GBP,Chicago
CLM003935,Auto Liability,2012,53249.45,90806.74,31005.37,2640.04,Gross,Reopened,2024-01-29,2024-11-16,EUR,Los Angeles
CLM003936,Homeowners,2016,54462.89,28849.52,43380.28,4753.53,Gross,Closed,2022-11-04,2025-06-16,AUD,Toronto
CLM003937,Homeowners,2023,46642.32,81763.27,30718.43,9664.12,Gross,Closed,2024-11-26,2025-03-13,GBP,New York
CLM003938,Commercial,2010,33263.12,43092.33,29112.68,3121.53,Net,Open,2014-03-21,,EUR,New York
CLM003939,Auto Liability,2012,48089.85,49196.63,37383.75,2386.9,Net,Open,2011-09-18,,AUD,Paris
CLM003940,Commercial,2015,60677.95,53377.68,22440.65,2266.38,Gross,Open,2021-12-28,,CAD,London
CLM003941,Auto Liability,2013,98613.17,10434.57,14813.97,5676.25,Gross,Closed,2024-07-13,2025-08-20,GBP,Paris
CLM003942,Homeowners,2016,93838.69,147908.29,44750.17,9507.91,Gross,Open,2023-04-21,,GBP,Chicago
CLM003943,Homeowners,2023,86353.14,5698.66,67499.85,6165.16,Gross,Reopened,2012-04-17,2014-08-11,EUR,London
CLM003944,Homeowners,2012,89023.92,99712.03,12649.84,3172.57,Net,Closed,2015-07-09,2016-02-08,USD,Chicago
CLM003945,Auto Liability,2010,47317.07,56312.92,3102.38,6457.98,Gross,Reopened,2015-07-09,2016-10-28,USD,Toronto
CLM003946,Homeowners,2018,66086.99,97255.53,20121.53,6323.45,Net,Open,2018-06-07,,EUR,Los Angeles
CLM003947,Auto Liability,2024,89611.61,54080.99,78387.79,6049.87,Net,Closed,2024-02-13,2025-06-03,GBP,Paris
CLM003948,Commercial,2015,39902.13,101388.85,66386.27,1762.38,Net,Open,2010-03-13,,GBP,Toronto
CLM003949,Auto Liability,2017,96214.49,109656.09,47871.35,6418.75,Net,Closed,2019-06-15,2021-08-19,GBP,Los Angeles
CLM003950,Commercial,2012,42162.82,103892.34,74375.29,4415.61,Net,Open,2023-01-01,,CAD,London
CLM003951,Auto Liability,2017,60507.18,17980.34,35899.69,382.2,Gross,Closed,2020-08-14,2020-12-02,USD,Paris
CLM003952,Commercial,2011,71270.67,98877.09,78670.81,5489.69,Net,Closed,2010-03-05,2012-06-09,CAD,New York
CLM003953,Homeowners,2021,95108.61,42718.14,24056.01,9894.81,Gross,Closed,2010-01-30,2010-09-26,GBP,Los Angeles
CLM003954,Commercial,2013,25217.01,5291.4,19604.31,3627.45,Gross,Reopened,2020-11-15,2021-08-30,USD,Berlin
CLM003955,Homeowners,2012,74866.97,62809.77,51224.83,9662.48,Net,Open,2022-09-27,,GBP,New York
CLM003956,Homeowners,2019,52560.74,65597.92,30563.24,1142.82,Gross,Open,2016-05-14,,GBP,New York
CLM003957,Commercial,2010,27587.16,70608.95,50296.06,7378.01,Gross,Closed,2021-12-21,2022-03-14,EUR,Berlin
CLM003958,Auto Liability,2024,77884.08,106018.8,24747.14,1320.43,Gross,Reopened,2024-07-18,2025-11-28,USD,Chicago
CLM003959,Auto Liability,2022,55670.01,47017.73,49624.5,2881.0,Gross,Closed,2023-01-18,2024-02-20,GBP,Toronto
CLM003960,Workers Comp,2022,66436.41,47976.8,22421.83,5794.24,Net,Open,2017-11-19,,AUD,London
CLM003961,Auto Liability,2016,32967.21,10022.29,4552.28,6009.24,Gross,Open,2015-12-29,,AUD,Toronto
CLM003962,Workers Comp,2020,48646.12,103336.36,73014.8,7797.07,Gross,Closed,2017-08-13,2017-12-20,GBP,Toronto
CLM003963,Auto Liability,2019,62118.07,85606.09,70714.81,6230.05,Net,Closed,2021-04-14,2022-12-31,EUR,Paris
CLM003964,Auto Liability,2011,41086.17,53064.34,77678.45,6017.42,Net,Closed,2015-11-16,2017-12-09,GBP,Paris
CLM003965,Homeowners,2013,20638.88,106073.16,57463.91,9141.06,Net,Open,2010-10-03,,AUD,Toronto
CLM003966,Workers Comp,2018,96202.41,81066.3,54776.33,4631.18,Net,Closed,2013-06-20,2015-09-03,USD,London
CLM003967,Auto Liability,2015,51635.29,70917.5,44940.74,2407.6,Net,Closed,2020-11-17,2022-08-06,EUR,Toronto
CLM003968,Workers Comp,2017,73658.12,77187.36,10512.42,1785.53,Gross,Open,2021-03-28,,GBP,Paris
CLM003969,Homeowners,2011,41693.67,95815.87,15544.21,4119.95,Net,Closed,2018-01-22,2019-05-13,AUD,Toronto
CLM003970,Homeowners,2016,36158.04,99340.39,23512.84,7184.98,Gross,Reopened,2018-02-28,2018-10-07,USD,Sydney
CLM003971,Workers Comp,2015,41309.27,44054.72,71267.43,616.93,Net,Open,2016-05-08,,AUD,New York
CLM003972,Homeowners,2022,41510.47,21970.76,14251.08,1464.72,Gross,Closed,2010-02-01,2011-06-27,EUR,Chicago
CLM003973,Commercial,2023,54873.83,24338.49,73868.42,1239.91,Gross,Closed,2012-05-01,2012-08-31,CAD,Paris
CLM003974,Commercial,2018,54803.52,96269.24,42061.47,5935.45,Net,Open,2011-08-28,,GBP,Sydney
CLM003975,Homeowners,2016,50218.23,131058.12,57387.79,2580.07,Gross,Open,2018-10-05,,USD,London
CLM003976,Commercial,2010,14343.79,62014.95,9264.44,1829.34,Net,Reopened,2015-08-27,2018-05-17,EUR,Los Angeles
CLM003977,Auto Liability,2023,50111.47,26258.5,21888.17,6009.15,Gross,Closed,2019-09-15,2021-04-27,EUR,Los Angeles
CLM003978,Workers Comp,2017,17741.29,113733.77,76702.23,7660.84,Net,Closed,2016-06-06,2018-03-30,CAD,Berlin
CLM003979,Auto Liability,2020,13487.44,125040.93,21658.92,3455.12,Gross,Closed,2014-12-13,2015-02-19,CAD,Los Angeles
CLM003980,Workers Comp,2019,93331.93,132206.78,24073.48,5866.41,Gross,Open,2020-07-26,,GBP,Berlin
CLM003981,Homeowners,2024,60890.05,91417.88,16208.99,1161.62,Net,Open,2021-04-30,,GBP,Los Angeles
CLM003982,Auto Liability,2012,66289.52,129248.56,10761.36,9364.87,Net,Open,2016-01-08,,EUR,Sydney
CLM003983,Homeowners,2023,40777.57,3296.83,19043.98,3501.58,Net,Closed,2020-08-08,2020-09-15,GBP,Sydney
CLM003984,Homeowners,2011,90989.11,16978.13,51564.99,9975.56,Net,Closed,2019-10-03,2020-05-07,GBP,Chicago
CLM003985,Workers Comp,2021,64155.12,14793.83,36701.73,9790.16,Net,Open,2018-10-04,,CAD,Sydney
CLM003986,Workers Comp,2012,77147.82,107178.1,44523.59,7832.47,Net,Reopened,2022-05-02,2024-03-06,EUR,New York
CLM003987,Workers Comp,2020,37487.68,11367.69,10228.0,396.66,Net,Closed,2015-03-08,2017-02-09,AUD,London
CLM003988,Auto Liability,2015,96041.18,74958.29,64268.26,5526.05,Net,Reopened,2022-02-26,2022-08-13,AUD,Paris
CLM003989,Commercial,2022,82225.67,71433.33,62835.53,1051.0,Net,Open,2018-09-05,,USD,Chicago
CLM003990,Workers Comp,2023,85540.9,47294.83,2216.4,8972.35,Net,Closed,2018-01-26,2018-05-15,CAD,Los Angeles
CLM003991,Workers Comp,2012,18047.23,130690.37,30989.45,7938.44,Gross,Reopened,2021-04-16,2023-01-08,USD,Los Angeles
CLM003992,Auto Liability,2019,27825.36,26394.55,5967.26,9728.94,Gross,Closed,2018-06-28,2019-04-09,EUR,Los Angeles
CLM003993,Workers Comp,2014,29277.03,53516.95,63472.41,6162.15,Net,Reopened,2020-09-26,2022-08-16,AUD,Toronto
CLM003994,Auto Liability,2015,27820.01,116351.55,59112.94,5317.29,Net,Closed,2022-12-13,2023-07-09,AUD,Sydney
CLM003995,Homeowners,2017,85685.41,5532.92,72208.05,5285.94,Gross,Reopened,2021-10-17,2022-07-30,AUD,New York
CLM003996,Workers Comp,2016,4156.59,101269.61,19294.11,3987.19,Net,Reopened,2023-02-05,2023-10-10,USD,Berlin
CLM003997,Workers Comp,2023,8533.9,122643.26,36775.52,4793.16,Gross,Open,2020-02-06,,GBP,Paris
CLM003998,Homeowners,2020,28117.57,139907.91,15166.79,6427.04,Gross,Open,2010-03-13,,USD,Paris
CLM003999,Homeowners,2017,20787.42,131568.2,30013.18,9342.89,Gross,Reopened,2015-11-28,2017-08-09,AUD,Berlin
CLM004000,Homeowners,2012,23954.1,48588.23,42018.34,6039.67,Gross,Closed,2013-02-10,2015-01-19,CAD,Berlin
CLM004001,Workers Comp,2013,79996.38,88368.26,4739.8,8599.74,Gross,Reopened,2021-11-06,2023-08-13,CAD,Sydney
CLM004002,Commercial,2015,56749.53,12516.73,57332.2,8655.24,Net,Closed,2021-03-01,2023-06-24,USD,Berlin
CLM004003,Commercial,2020,1571.3,39422.63,43691.82,5284.56,Gross,Closed,2010-02-12,2012-07-10,USD,Berlin
CLM004004,Commercial,2016,43502.95,15039.13,66402.24,3605.2,Net,Closed,2021-12-09,2022-10-18,EUR,Berlin
CLM004005,Workers Comp,2018,41380.61,47962.91,22106.55,6467.82,Gross,Closed,2015-01-06,2016-01-15,USD,Toronto
CLM004006,Homeowners,2022,12280.58,131402.89,72314.03,4569.6,Gross,Open,2010-02-15,,USD,Berlin
CLM004007,Workers Comp,2010,67938.04,52727.86,79896.19,998.12,Gross,Reopened,2019-12-21,2020-04-03,AUD,New York
CLM004008,Homeowners,2022,70507.62,84722.82,73584.23,3902.53,Net,Closed,2014-08-03,2016-09-07,GBP,Sydney
CLM004009,Workers Comp,2024,72368.43,65573.75,62342.45,9941.91,Gross,Open,2019-03-07,,AUD,Los Angeles
CLM004010,Workers Comp,2017,73118.62,69378.56,65083.32,675.42,Gross,Closed,2013-06-23,2015-10-04,GBP,Toronto
CLM004011,Homeowners,2017,1005.23,145466.24,46112.67,7027.34,Net,Closed,2020-11-27,2023-04-30,AUD,Toronto
CLM004012,Commercial,2015,95438.16,45127.02,15617.23,8443.65,Net,Open,2020-11-07,,AUD,Sydney
